bus,Pg,Qg,Qmax,Qmin,Vsp,mBase,status,Pmax,Pmin,minDownTimeHr,minUpTimeHr,RampRateMW/Min,StartTimeColdHr,StartTimeWarmHr,StartTimeHotHr,StartHeatColdMBTU,StartHeatWarmMBTU,StartHeatHotMBTU,NonFuelStartCost$,NonFuelShutdownCost$,FOR,MTTF_Hr,MTTR_Hr,ScheduledMaintWeeks,FuelPrice$/MMBTU,Output_pct_0,Output_pct_1,Output_pct_2,Output_pct_3,Output_pct_4,HR_avg_0,HR_incr_1,HR_incr_2,HR_incr_3,HR_incr_4,VOM,FuelSulfurContent%,EmissionsSO2 Lbs/MMBTU,EmissionsNOXLbs/MMBTU,EmissionsPartLbs/MMBTU,EmissionsCO2 Lbs/MMBTU,EmissionsCH4Lbs/MMBTU,EmissionsN2OLbs/MMBTU,EmissionsCOLbs/MMBTU,EmissionsVOCsLbs/MMBTU,DampingRatio,InertiaMJ/MW,BaseMVA,TransformerXp.u.,UnitXp.u.,PumpLoadMW,StorageRoundtripEfficiency,GEN_UID,Gen_ID,UnitGroup,UnitType,Category,Fuel
101,8.0,4.96,10,0,1.0468,100,1,20.0,8,1.0,1.0,3.0,1,0.0,0.0,5.0,5.0,5.0,0,0,0.1,450,50,2.0,10.3494,0.4,0.6,0.8,1.0,NA,13114.0,9456.0,9476.0,10352.0,NA,0.0,0.2,0.2,0.5,0.036,160,0.002,0.004,0.11,0.04,0,2.8,24,0.13,0.32,0,0,101_CT_1,1,U20,CT,Oil CT,Oil
101,8.0,4.96,10,0,1.0468,100,1,20.0,8,1.0,1.0,3.0,1,0.0,0.0,5.0,5.0,5.0,0,0,0.1,450,50,2.0,10.3494,0.4,0.6,0.8,1.0,NA,13114.0,9456.0,9476.0,10352.0,NA,0.0,0.2,0.2,0.5,0.036,160,0.002,0.004,0.11,0.04,0,2.8,24,0.13,0.32,0,0,101_CT_2,2,U20,CT,Oil CT,Oil
101,76.0,0.14,30,-25,1.0468,100,1,76.0,30,4.0,8.0,2.0,12,10.0,3.0,5284.8,4861.4,3379.4,0,0,0.02,1960,40,3.0,2.11399,0.394736842,0.596491228,0.798245614,1.0,NA,13270.0,6713.0,8028.0,8549.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,89,0.13,0.3,0,0,101_STEAM_3,3,U76,STEAM,Coal,Coal
101,76.0,0.14,30,-25,1.0468,100,1,76.0,30,4.0,8.0,2.0,12,10.0,3.0,5284.8,4861.4,3379.4,0,0,0.02,1960,40,3.0,2.11399,0.394736842,0.596491228,0.798245614,1.0,NA,13270.0,6713.0,8028.0,8549.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,89,0.13,0.3,0,0,101_STEAM_4,4,U76,STEAM,Coal,Coal
102,8.0,4.88,10,0,1.0467,100,1,20.0,8,1.0,1.0,3.0,1,0.0,0.0,5.0,5.0,5.0,0,0,0.1,450,50,2.0,10.3494,0.4,0.6,0.8,1.0,NA,14639.0,8597.0,9147.0,9622.0,NA,0.0,0.2,0.2,0.5,0.036,160,0.002,0.004,0.11,0.04,0,2.8,24,0.13,0.32,0,0,102_CT_1,1,U20,CT,Oil CT,Oil
102,8.0,4.88,10,0,1.0467,100,1,20.0,8,1.0,1.0,3.0,1,0.0,0.0,5.0,5.0,5.0,0,0,0.1,450,50,2.0,10.3494,0.4,0.6,0.8,1.0,NA,14639.0,8597.0,9147.0,9622.0,NA,0.0,0.2,0.2,0.5,0.036,160,0.002,0.004,0.11,0.04,0,2.8,24,0.13,0.32,0,0,102_CT_2,2,U20,CT,Oil CT,Oil
102,76.0,-2.31,30,-25,1.0467,100,1,76.0,30,4.0,8.0,2.0,12,10.0,3.0,5284.8,4861.4,3379.4,0,0,0.02,1960,40,3.0,2.11399,0.394736842,0.596491228,0.798245614,1.0,NA,11591.0,8734.0,9861.0,10651.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,89,0.13,0.3,0,0,102_STEAM_3,3,U76,STEAM,Coal,Coal
102,76.0,-2.31,30,-25,1.0467,100,1,76.0,30,4.0,8.0,2.0,12,10.0,3.0,5284.8,4861.4,3379.4,0,0,0.02,1960,40,3.0,2.11399,0.394736842,0.596491228,0.798245614,1.0,NA,11591.0,8734.0,9861.0,10651.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,89,0.13,0.3,0,0,102_STEAM_4,4,U76,STEAM,Coal,Coal
107,355.0,49.51,150,-25,1.05,100,1,355.0,170,4.5,8.0,4.14,2,1.0,0.5,7215.1,4536.1,3196.6,0,0,0.033,967,33,1.07,3.88722,0.478873239,0.65258216,0.82629108,1.0,NA,7222.0,5970.0,6892.0,7854.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,5.0,414,0.13,0.3,0,0,107_CC_1,1,U355,CC,Gas CC,NG
113,22.0,19.0,19,-15,1.0347,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,13125.0,6899.0,7602.0,7797.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,113_CT_1,1,U55,CT,Gas CT,NG
113,22.0,19.0,19,-15,1.0347,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,13125.0,6899.0,7602.0,7797.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,113_CT_2,2,U55,CT,Gas CT,NG
113,22.0,19.0,19,-15,1.0347,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,13125.0,6899.0,7602.0,7797.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,113_CT_3,3,U55,CT,Gas CT,NG
113,22.0,19.0,19,-15,1.0347,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,13125.0,6899.0,7602.0,7797.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,113_CT_4,4,U55,CT,Gas CT,NG
115,5.0,6.0,6,0,1.0428,100,1,12.0,5,2.0,4.0,1.0,12,4.0,2.0,68.0,44.0,38.0,0,0,0.02,2940,60,2.0,10.3494,0.416666667,0.611111111,0.805555556,1.0,NA,17340.0,12030.0,12083.0,12913.0,NA,0.0,Unit-Specific,Unit-specific,0.5,0.1,170,0.002,0.004,0.04,0.007,0,2.8,14,0.13,0.32,0,0,115_STEAM_1,1,U12,STEAM,Oil ST,Oil
115,5.0,6.0,6,0,1.0428,100,1,12.0,5,2.0,4.0,1.0,12,4.0,2.0,68.0,44.0,38.0,0,0,0.02,2940,60,2.0,10.3494,0.416666667,0.611111111,0.805555556,1.0,NA,17340.0,12030.0,12083.0,12913.0,NA,0.0,Unit-Specific,Unit-specific,0.5,0.1,170,0.002,0.004,0.04,0.007,0,2.8,14,0.13,0.32,0,0,115_STEAM_2,2,U12,STEAM,Oil ST,Oil
115,62.0,80.0,80,-50,1.0428,100,1,155.0,62,8.0,8.0,3.0,60,11.0,3.0,10778.1,7437.5,6892.1,0,0,0.04,960,40,4.0,2.11399,0.4,0.6,0.8,1.0,NA,11446.0,9650.0,10640.0,12796.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,182,0.13,0.3,0,0,115_STEAM_3,3,U155,STEAM,Coal,Coal
116,62.000000000000355,80.0,80,-50,1.0461,100,1,155.0,62,8.0,8.0,3.0,60,11.0,3.0,10778.1,7437.5,6892.1,0,0,0.04,960,40,4.0,2.11399,0.4,0.6,0.8,1.0,NA,13238.0,9312.0,10158.0,11294.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,182,0.13,0.3,0,0,116_STEAM_1,1,U155,STEAM,Coal,Coal
118,170.0,68.43,150,-25,1.05,100,1,355.0,170,4.5,8.0,4.14,2,1.0,0.5,7215.1,4536.1,3196.6,0,0,0.033,967,33,1.07,3.88722,0.478873239,0.65258216,0.82629108,1.0,NA,7257.0,5808.0,7140.0,8351.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,5.0,414,0.13,0.3,0,0,118_CC_1,1,U355,CC,Gas CC,NG
123,62.0,-5.19,80,-50,1.05,100,1,155.0,62,8.0,8.0,3.0,60,11.0,3.0,10778.1,7437.5,6892.1,0,0,0.04,960,40,4.0,2.11399,0.4,0.6,0.8,1.0,NA,10967.0,9191.0,10865.0,15627.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,182,0.13,0.3,0,0,123_STEAM_2,2,U155,STEAM,Coal,Coal
123,240.19999999999797,28.41,150,-25,1.05,100,1,350.0,140,48.0,24.0,4.0,96,12.0,8.0,17384.1,10114.4,9768.2,0,0,0.08,1150,100,5.0,2.11399,0.4,0.6,0.8,1.0,NA,12106.0,9453.0,10240.0,11087.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,412,0.13,0.3,0,0,123_STEAM_3,3,U350,STEAM,Coal,Coal
123,55.0,0.62,19,-15,1.05,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,12725.0,6757.0,7667.0,7998.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,123_CT_1,1,U55,CT,Gas CT,NG
123,21.999999999999993,0.62,19,-15,1.05,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,12725.0,6757.0,7667.0,7998.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,123_CT_4,4,U55,CT,Gas CT,NG
123,21.999999999999993,0.62,19,-15,1.05,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,12725.0,6757.0,7667.0,7998.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,123_CT_5,5,U55,CT,Gas CT,NG
201,8.0,5.29,10,0,1.05,100,1,20.0,8,1.0,1.0,3.0,1,0.0,0.0,5.0,5.0,5.0,0,0,0.1,450,50,2.0,10.3494,0.4,0.6,0.8,1.0,NA,13977.0,7969.0,8107.0,10782.0,NA,0.0,0.2,0.2,0.5,0.036,160,0.002,0.004,0.11,0.04,0,2.8,24,0.13,0.32,0,0,201_CT_1,1,U20,CT,Oil CT,Oil
201,8.0,5.29,10,0,1.05,100,1,20.0,8,1.0,1.0,3.0,1,0.0,0.0,5.0,5.0,5.0,0,0,0.1,450,50,2.0,10.3494,0.4,0.6,0.8,1.0,NA,13977.0,7969.0,8107.0,10782.0,NA,0.0,0.2,0.2,0.5,0.036,160,0.002,0.004,0.11,0.04,0,2.8,24,0.13,0.32,0,0,201_CT_2,2,U20,CT,Oil CT,Oil
201,30.00000000000071,6.99,30,-25,1.05,100,1,76.0,30,4.0,8.0,2.0,12,10.0,3.0,5284.8,4861.4,3379.4,0,0,0.02,1960,40,3.0,2.11399,0.394736842,0.596491228,0.798245614,1.0,NA,12989.0,10495.0,11090.0,12185.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,89,0.13,0.3,0,0,201_STEAM_3,3,U76,STEAM,Coal,Coal
202,8.0,5.13,10,0,1.05,100,1,20.0,8,1.0,1.0,3.0,1,0.0,0.0,5.0,5.0,5.0,0,0,0.1,450,50,2.0,10.3494,0.4,0.6,0.8,1.0,NA,13663.0,7836.0,8442.0,9454.0,NA,0.0,0.2,0.2,0.5,0.036,160,0.002,0.004,0.11,0.04,0,2.8,24,0.13,0.32,0,0,202_CT_1,1,U20,CT,Oil CT,Oil
202,8.0,5.13,10,0,1.05,100,1,20.0,8,1.0,1.0,3.0,1,0.0,0.0,5.0,5.0,5.0,0,0,0.1,450,50,2.0,10.3494,0.4,0.6,0.8,1.0,NA,13663.0,7836.0,8442.0,9454.0,NA,0.0,0.2,0.2,0.5,0.036,160,0.002,0.004,0.11,0.04,0,2.8,24,0.13,0.32,0,0,202_CT_2,2,U20,CT,Oil CT,Oil
202,30.00000000000231,2.01,30,-25,1.05,100,1,76.0,30,4.0,8.0,2.0,12,10.0,3.0,5284.8,4861.4,3379.4,0,0,0.02,1960,40,3.0,2.11399,0.394736842,0.596491228,0.798245614,1.0,NA,11846.0,9989.0,10070.0,12902.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,89,0.13,0.3,0,0,202_STEAM_3,3,U76,STEAM,Coal,Coal
202,30.0,2.01,30,-25,1.05,100,1,76.0,30,4.0,8.0,2.0,12,10.0,3.0,5284.8,4861.4,3379.4,0,0,0.02,1960,40,3.0,2.11399,0.394736842,0.596491228,0.798245614,1.0,NA,11846.0,9989.0,10070.0,12902.0,NA,0.0,Unit-specific,Unit-specific,Unit-specific,Unit-specific,210,0.001,0.004,0.02,0.003,0,3.0,89,0.13,0.3,0,0,202_STEAM_4,4,U76,STEAM,Coal,Coal
207,21.999999999999993,19.0,19,-15,0.9699,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,13051.0,8804.0,9481.0,10955.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,207_CT_1,1,U55,CT,Gas CT,NG
207,21.999999999999993,19.0,19,-15,0.9699,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,13051.0,8804.0,9481.0,10955.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,207_CT_2,2,U55,CT,Gas CT,NG
213,170.0,135.8,150,-25,1.05,100,1,355.0,170,4.5,8.0,4.14,2,1.0,0.5,7215.1,4536.1,3196.6,0,0,0.033,967,33,1.07,3.88722,0.478873239,0.65258216,0.82629108,1.0,NA,7824.0,6334.0,6979.0,8749.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,5.0,414,0.13,0.3,0,0,213_CC_3,3,U355,CC,Gas CC,NG
213,21.999999999999993,9.23,19,-15,1.05,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,13125.0,6899.0,7602.0,7797.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,213_CT_1,1,U55,CT,Gas CT,NG
213,21.999999999999993,9.23,19,-15,1.05,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,13125.0,6899.0,7602.0,7797.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,213_CT_2,2,U55,CT,Gas CT,NG
215,21.999999999999993,19.0,19,-15,1.0437,100,1,55.0,22,2.2,2.2,3.7,1,0.75,0.25,1457.4,1122.5,452.8,0,0,0.031,969,31,0.79,3.88722,0.4,0.6,0.8,1.0,NA,14229.0,6668.0,6987.0,8421.0,NA,0.0,0,0.0006,0.079999998,0,118,0.0,0.0,0.0,0.0,0,2.8,64,0.13,0.32,0,0,215_CT_4,4,U55,CT,Gas CT,NG
